,cbs_grid_code,livability_score
75,E1080N4008,2.318262062277418
76,E1080N4009,2.310139039602105
77,E1080N4010,2.2866552520933485
78,E1080N4011,2.2751484095977013
79,E1080N4012,2.2840789252536644
80,E1080N4013,2.325039028454128
81,E1080N4014,2.3612565747360383
82,E1080N4015,2.362995691010788
83,E1080N4016,2.3681049911311955
84,E1080N4017,2.3744984015529806
85,E1080N4018,2.341776808619768
86,E1080N4019,2.3523891847879
87,E1080N4024,2.2961319133686047
88,E1081N3993,2.484426726188232
89,E1081N3995,2.4653013413190923
90,E1081N4004,2.477767277585289
91,E1081N4005,2.463006388706261
92,E1081N4006,2.443184109409868
93,E1081N4007,2.396618720147506
94,E1081N4008,2.365003521426482
95,E1081N4009,2.302727440171414
96,E1081N4010,2.281086955859329
97,E1081N4011,2.226511797936245
98,E1081N4012,2.2171715972902417
99,E1081N4013,2.2569252630992067
100,E1081N4014,2.2789657466100577
101,E1081N4015,2.306019993262918
102,E1081N4016,2.3135781073856645
103,E1081N4017,2.3258711444242306
104,E1081N4018,2.330221884493485
105,E1081N4019,2.333086702501864
106,E1081N4020,2.3166170459800552
107,E1081N4021,2.2893696399711785
108,E1081N4023,2.3162082139996807
109,E1081N4024,2.323472287358621
110,E1082N3991,2.600528139939557
111,E1082N4005,2.460576109976357
112,E1082N4006,2.4352738474149724
113,E1082N4007,2.4065470312162747
114,E1082N4008,2.335170007661774
115,E1082N4009,2.286322617807492
116,E1082N4010,2.2401283360432664
117,E1082N4011,2.2211066243662354
118,E1082N4012,2.2137440867549847
119,E1082N4013,2.22685472090256
120,E1082N4014,2.225267983532333
121,E1082N4015,2.243366000791561
122,E1082N4016,2.262022946116528
123,E1082N4017,2.284604038276271
124,E1082N4018,2.3088385335463766
125,E1082N4019,2.309357392594784
126,E1082N4020,2.2963686680729003
127,E1082N4021,2.2745515455513914
128,E1082N4022,2.2555945104200217
129,E1082N4023,2.281954808364787
130,E1082N4024,2.32195327993386
131,E1083N4004,2.4305108272435687
132,E1083N4005,2.4488600472507605
133,E1083N4006,2.443714913216673
134,E1083N4007,2.3534605867544176
135,E1083N4008,2.26662584617175
136,E1083N4009,2.238193989690438
137,E1083N4010,2.206419090791406
138,E1083N4011,2.208551019256119
139,E1083N4012,2.217936023782696
140,E1083N4013,2.21541022304225
141,E1083N4014,2.23827759847526
142,E1083N4015,2.2295605642948506
143,E1083N4016,2.2397906255965743
144,E1083N4017,2.264562078682163
145,E1083N4018,2.291277384461284
146,E1083N4019,2.302091755023308
147,E1083N4020,2.2755282848045733
148,E1083N4021,2.25900299644268
149,E1083N4022,2.25869400914746
150,E1083N4023,2.276330388400872
151,E1083N4024,2.317182098880637
152,E1084N4007,2.304515891491036
153,E1084N4008,2.2379000643662845
154,E1084N4009,2.210167356432493
155,E1084N4010,2.200660186177517
156,E1084N4011,2.2104957436242585
157,E1084N4012,2.205546890337589
158,E1084N4013,2.2100373371452338
159,E1084N4014,2.224894041766082
160,E1084N4015,2.217844293808266
161,E1084N4016,2.2458847406516456
162,E1084N4017,2.2887880782238814
163,E1084N4018,2.29783335541762
164,E1084N4019,2.3322283736190204
165,E1084N4020,2.261232292752457
166,E1084N4021,2.248556617700206
167,E1084N4022,2.24416454609962
168,E1084N4023,2.257565576907773
169,E1084N4024,2.30919674149925
170,E1084N4025,2.3847104130451804
171,E1085N4007,2.2687833178714176
172,E1085N4008,2.211542035802314
173,E1085N4009,2.19269245248036
174,E1085N4010,2.1972710894305707
175,E1085N4011,2.205455749564278
176,E1085N4012,2.2010493143491825
177,E1085N4013,2.2122625496280546
178,E1085N4014,2.2292105636039525
179,E1085N4015,2.260915230883952
180,E1085N4016,2.258912010917334
181,E1085N4017,2.2900789227212988
182,E1085N4018,2.345550081724294
183,E1085N4019,2.3420483746424767
184,E1085N4020,2.3756782863877355
185,E1085N4021,2.246332642935025
186,E1085N4022,2.265828126407875
187,E1085N4023,2.28768616167658
188,E1086N4006,2.336779619715562
189,E1086N4007,2.286636436605226
190,E1086N4008,2.206227370439178
191,E1086N4009,2.174481704316087
192,E1086N4010,2.1837801908435965
193,E1086N4011,2.2127682311168653
194,E1086N4012,2.2010904992241023
195,E1086N4013,2.212871472023102
196,E1086N4014,2.264160052320568
197,E1086N4015,2.2750965701601853
198,E1086N4016,2.2802333782892616
199,E1086N4017,2.284362552495646
200,E1086N4018,2.386613788134168
201,E1087N4005,2.4194065967984337
202,E1087N4007,2.311174721762723
203,E1087N4008,2.234676099208025
204,E1087N4009,2.187746603760492
205,E1087N4010,2.1918562538714657
206,E1087N4011,2.218707387862896
207,E1087N4012,2.219945367137212
208,E1087N4013,2.1992451698844224
209,E1087N4014,2.266882923216317
210,E1087N4015,2.3027330364697454
211,E1087N4016,2.304667861345
212,E1087N4017,2.343513566827331
213,E1088N4005,2.438408892653728
214,E1088N4007,2.339771862318131
215,E1088N4008,2.243222346794429
216,E1088N4009,2.202983778667612
217,E1088N4010,2.2094230502880627
218,E1088N4011,2.229760268850777
219,E1088N4012,2.264992529819273
220,E1088N4013,2.271204990262388
221,E1088N4014,2.277650137995683
222,E1088N4015,2.30321583667761
223,E1088N4026,2.03656534851622
224,E1088N4029,1.876118735961822
225,E1088N4030,1.8777711238045112
226,E1088N4031,1.887341007266085
227,E1089N4007,2.2845527091845867
228,E1089N4008,2.276975940121255
229,E1089N4009,2.2676184210132715
230,E1089N4024,2.02405037895536
231,E1089N4025,1.963900286150734
232,E1089N4026,1.9834311632078416
233,E1089N4027,2.0154035878321777
234,E1089N4028,1.967744169679896
235,E1089N4029,1.886982942654062
236,E1089N4030,1.8927502465215893
237,E1089N4031,1.893806106620102
238,E1089N4032,1.9173706249808629
239,E1090N4021,1.8945752573488404
240,E1090N4023,1.946140747825556
241,E1090N4024,1.951528408536748
242,E1090N4025,1.909458700197688
243,E1090N4026,1.9584435240608264
244,E1090N4027,1.9880802902183103
245,E1090N4028,1.99251638183298
246,E1090N4029,1.908934653980645
247,E1090N4030,1.892048938068099
248,E1090N4031,1.9392301074973368
249,E1090N4032,2.0542144672062013
250,E1091N4010,2.450808463123033
251,E1091N4011,2.451989461903775
252,E1091N4019,1.9559230012553328
253,E1091N4020,1.9491835260011672
254,E1091N4021,1.9242968525787083
255,E1091N4022,1.9322696285223944
256,E1091N4023,1.9034475491207048
257,E1091N4024,1.9123554028568288
258,E1091N4025,1.9093459384844933
259,E1091N4026,1.9491955933725456
260,E1091N4027,2.012179233429263
261,E1091N4028,2.071090211794396
262,E1091N4029,2.046938613087437
263,E1091N4030,2.088892592214577
264,E1091N4031,2.1114089787280603
265,E1091N4032,2.152520543212931
266,E1091N4033,2.242966307419027
267,E1091N4036,2.3115337679016
268,E1092N4009,2.438155687792288
269,E1092N4010,2.445282015315055
270,E1092N4019,2.0577724747095307
271,E1092N4020,1.975218823816778
272,E1092N4021,1.9499828472559195
273,E1092N4022,1.9229243881085103
274,E1092N4023,1.93622258344862
275,E1092N4024,1.935503961408532
276,E1092N4025,1.9512578604187631
277,E1092N4026,2.004142386149093
278,E1092N4027,2.1089339502270144
279,E1092N4028,2.1673123123521543
280,E1092N4029,2.1695639281351915
281,E1092N4030,2.185948967207473
282,E1092N4031,2.1957899091231976
283,E1092N4032,2.2313474947769163
284,E1092N4033,2.271530337371333
285,E1092N4035,2.28638345721619
286,E1092N4036,2.2536556032602104
287,E1092N4037,2.1847549705692044
288,E1092N4038,2.262334575303961
289,E1093N4009,2.41838008786779
290,E1093N4019,2.1934086933023127
291,E1093N4020,2.096894520400117
292,E1093N4021,2.0757669356209187
293,E1093N4023,1.991069070986947
294,E1093N4024,1.9773749852344664
295,E1093N4025,2.023087163070691
296,E1093N4026,2.094341315109649
297,E1093N4027,2.2102172285264667
298,E1093N4028,2.1972815897381217
299,E1093N4029,2.2301605906775204
300,E1093N4030,2.2403562876836376
301,E1093N4032,2.234063682361457
302,E1093N4033,2.268336379740252
303,E1093N4034,2.294787797194243
304,E1093N4035,2.2378834417057494
305,E1093N4036,2.1718600134226973
306,E1093N4037,2.149912371312367
307,E1093N4038,2.1589745517279875
308,E1093N4039,2.206233976924214
309,E1094N3958,2.502521879753488
310,E1094N3960,2.5072142484553
311,E1094N3961,2.463479906825697
312,E1094N3990,2.4669831612800097
313,E1094N4009,2.4108406648973184
314,E1094N4019,2.250112309207224
315,E1094N4020,2.2241755038107285
316,E1094N4021,2.1832430740183666
317,E1094N4022,2.1538700261280908
318,E1094N4027,2.2567545355038474
319,E1094N4032,2.138643052575992
320,E1094N4034,2.310420606963408
321,E1094N4035,2.216754266319436
322,E1094N4036,2.1363338286908173
323,E1094N4037,2.1243074509687165
324,E1094N4038,2.130831940295391
325,E1094N4039,2.171750583610617
326,E1094N4040,2.2997971632905907
327,E1094N4041,2.3037441369332243
328,E1095N3960,2.475576736584528
329,E1095N3961,2.478708315256912
330,E1095N3962,2.456745536248619
331,E1095N3985,2.3501521881917897
332,E1095N3986,2.404522516580355
333,E1095N3987,2.420641947281796
334,E1095N3988,2.4258633671677647
335,E1095N3989,2.438569115943992
336,E1095N3990,2.453163321804997
337,E1095N4009,2.3707180661504177
338,E1095N4017,2.2429537402798854
339,E1095N4018,2.250472257533976
340,E1095N4019,2.267046731449448
341,E1095N4020,2.275239915430535
342,E1095N4021,2.283373050806074
343,E1095N4031,2.3555517938523973
344,E1095N4033,2.2735827926999947
345,E1095N4034,2.2954278006708115
346,E1095N4035,2.187187197575082
347,E1095N4036,2.141729875683301
348,E1095N4037,2.1245538481366784
349,E1095N4038,2.1247587424078627
350,E1095N4039,2.166463295634917
351,E1095N4040,2.25347036093474
352,E1095N4041,2.346957936748968
353,E1095N4042,2.354239939318595
354,E1096N3960,2.4417995101470606
355,E1096N3961,2.439713599807398
356,E1096N3962,2.449575052246796
357,E1096N3983,2.260680122095194
358,E1096N3984,2.2717640584899925
359,E1096N3985,2.2844071096315965
360,E1096N3986,2.3112078265757874
361,E1096N3987,2.34804514427718
362,E1096N3988,2.3771279922905344
363,E1096N3989,2.399932919446174
364,E1096N4010,2.314040085621333
365,E1096N4011,2.362085136573619
366,E1096N4013,2.3433857637442617
367,E1096N4017,2.22442017679296
368,E1096N4018,2.2227567175476355
369,E1096N4019,2.256216331929741
370,E1096N4020,2.279594023188735
371,E1096N4031,2.3599096801394546
372,E1096N4032,2.3232142725926783
373,E1096N4033,2.304348537841669
374,E1096N4034,2.291347910347437
375,E1096N4035,2.2358082143265623
376,E1096N4036,2.1362189260626256
377,E1096N4037,2.1262421502656337
378,E1096N4038,2.1380817548723567
379,E1096N4039,2.187739984291719
380,E1096N4040,2.275624899517932
381,E1096N4041,2.342497260899415
382,E1096N4042,2.360531378550831
383,E1096N4043,2.32649252122392
384,E1097N3960,2.451658680062588
385,E1097N3961,2.457623864937937
386,E1097N3962,2.467112963670566
387,E1097N3981,2.202820902807199
388,E1097N3982,2.2338819852267005
389,E1097N3983,2.22659373091406
390,E1097N3984,2.254437728591652
391,E1097N3985,2.265464371102084
392,E1097N3986,2.295563928037024
393,E1097N3987,2.3360139905720203
394,E1097N3988,2.3329749902195025
395,E1097N3989,2.2946283682474604
396,E1097N3990,2.260185869610857
397,E1097N3991,2.308205949550016
398,E1097N3992,2.300968189664733
399,E1097N4012,2.229281586796768
400,E1097N4013,2.322131899168572
401,E1097N4017,2.233500148977744
402,E1097N4018,2.2362515280015094
403,E1097N4019,2.2511618449724096
404,E1097N4020,2.283609363909609
405,E1097N4021,2.358915282852925
406,E1097N4031,2.3861023039372973
407,E1097N4032,2.330448121234508
408,E1097N4033,2.2941373614329104
409,E1097N4034,2.2505248289213053
410,E1097N4035,2.2037959573365047
411,E1097N4036,2.157071161686372
412,E1097N4037,2.1243618833148226
413,E1097N4038,2.1366752196732337
414,E1097N4039,2.239602294019035
415,E1097N4040,2.2729710048865788
416,E1097N4041,2.288467966804121
417,E1097N4042,2.308951306438772
418,E1097N4043,2.348308504924616
419,E1097N4044,2.3294419919332845
420,E1098N3980,2.175498382324967
421,E1098N3981,2.1872373220941985
422,E1098N3982,2.204515046325542
423,E1098N3983,2.2432148363028586
424,E1098N3984,2.274762620090056
425,E1098N3985,2.2864664242570085
426,E1098N3986,2.2945957317213
427,E1098N3987,2.307634415992016
428,E1098N3988,2.248904744382444
429,E1098N3989,2.2285779844921945
430,E1098N3990,2.224846712703844
431,E1098N3991,2.275971315893643
432,E1098N4011,2.248377411839752
433,E1098N4012,2.2724700737479195
434,E1098N4013,2.382809624521612
435,E1098N4014,2.397017086033299
436,E1098N4017,2.234525493194513
437,E1098N4018,2.237176714995134
438,E1098N4019,2.24143307975678
439,E1098N4020,2.3067393264531257
440,E1098N4021,2.354251708474552
441,E1098N4031,2.3839085698919256
442,E1098N4032,2.3121774503700525
443,E1098N4033,2.2814510030767945
444,E1098N4034,2.244403973496535
445,E1098N4035,2.1663730628665863
446,E1098N4036,2.1061794048418423
447,E1098N4037,2.099156611406296
448,E1098N4038,2.2073802454190314
449,E1098N4039,2.260712781444852
450,E1098N4040,2.273195563012056
451,E1098N4041,2.2741005533154253
452,E1098N4042,2.197793274038498
453,E1098N4043,2.2051775994087484
454,E1098N4044,2.259696576266229
455,E1098N4045,2.32376497361915
456,E1099N3979,2.170938851560144
457,E1099N3980,2.163972040140475
458,E1099N3981,2.134082403663514
459,E1099N3982,2.178859299575942
460,E1099N3983,2.2241422153694432
461,E1099N3984,2.282496953973775
462,E1099N3985,2.332397105488169
463,E1099N3986,2.336356076818248
464,E1099N3987,2.333133669657311
465,E1099N3988,2.274639935517232
466,E1099N3989,2.248825598412376
467,E1099N3990,2.205077853179791
468,E1099N3991,2.2702429345123005
469,E1099N3992,2.3285571464186106
470,E1099N3993,2.405076656840858
471,E1099N3996,2.390756235659808
472,E1099N3998,2.433381115943777
473,E1099N3999,2.406805714071293
474,E1099N4013,2.3066611219808224
475,E1099N4016,2.303174769513418
476,E1099N4017,2.2494661491075663
477,E1099N4018,2.246742251594178
478,E1099N4019,2.255708266520834
479,E1099N4031,2.378690398383652
480,E1099N4032,2.3415305760125205
481,E1099N4033,2.291752592102742
482,E1099N4034,2.245142125892658
483,E1099N4035,2.147288310103647
484,E1099N4036,2.0698947339391056
485,E1099N4037,2.0889236624038405
486,E1099N4038,2.1654584845690854
487,E1099N4039,2.2444466745135667
488,E1099N4040,2.233971006998167
489,E1099N4041,2.144520079814117
490,E1099N4042,2.079101449775064
491,E1099N4043,2.07745938434002
492,E1099N4044,2.219200926308965
493,E1099N4045,2.285504223355438
494,E1099N4046,2.332844521880232
495,E1100N3978,2.3716979032493137
496,E1100N3979,2.2636805420620094
497,E1100N3980,2.162782888372912
498,E1100N3981,2.132463084588866
499,E1100N3982,2.148474354847505
500,E1100N3983,2.260298630172545
501,E1100N3984,2.306306335032418
502,E1100N3985,2.3688697148960007
503,E1100N3986,2.3642524359056054
504,E1100N3987,2.344270377224822
505,E1100N3988,2.3273908208577825
506,E1100N3989,2.303329112924624
507,E1100N3990,2.255698523389514
508,E1100N3991,2.260736776178967
509,E1100N3992,2.2868727050724864
510,E1100N3996,2.415869533972811
511,E1100N3997,2.4926346441988745
512,E1100N3998,2.476679503706803
513,E1100N3999,2.420231430306876
514,E1100N4016,2.291391189938153
515,E1100N4017,2.236343482116647
516,E1100N4018,2.2254273524868773
517,E1100N4019,2.256227441631885
518,E1100N4032,2.3724612226102555
519,E1100N4033,2.3031032295071485
520,E1100N4034,2.235471523053287
521,E1100N4035,2.1173586436026004
522,E1100N4036,2.094346291967918
523,E1100N4037,2.0688468230004244
524,E1100N4038,2.0779317841316134
525,E1100N4039,2.1177692346461447
526,E1100N4040,2.104813439266298
527,E1100N4041,2.0733459219458323
528,E1100N4042,2.045207936732252
529,E1100N4043,2.0722533465212263
530,E1100N4044,2.166666140299767
531,E1100N4045,2.258122563646489
532,E1100N4046,2.3557667445515404
533,E1101N3977,2.589770223120284
534,E1101N3978,2.5076665833586897
535,E1101N3979,2.308929134030196
536,E1101N3980,2.164243086947606
537,E1101N3981,2.135989466555687
538,E1101N3982,2.1635176775900886
539,E1101N3983,2.1875518705957626
540,E1101N3984,2.283559783993605
541,E1101N3985,2.3452610765950586
542,E1101N3986,2.3517556701539086
543,E1101N3988,2.29340728980876
544,E1101N3989,2.3127569433024595
545,E1101N3990,2.2948046735309724
546,E1101N3991,2.280704124303535
547,E1101N3992,2.311475100298432
548,E1101N3993,2.304449274163616
549,E1101N3996,2.490844233911564
550,E1101N4015,2.2453731164293096
551,E1101N4016,2.2403064469520584
552,E1101N4017,2.246706462300711
553,E1101N4021,2.3333158433795926
554,E1101N4022,2.3505710820209305
555,E1101N4023,2.3593883430877347
556,E1101N4025,2.271868697447447
557,E1101N4026,2.280857050340912
558,E1101N4034,2.2552708571112112
559,E1101N4035,2.169981601394116
560,E1101N4036,2.1192767232095977
561,E1101N4037,2.057581344321248
562,E1101N4038,2.0587229247538468
563,E1101N4039,2.0610062564166025
564,E1101N4040,2.083260368849884
565,E1101N4041,2.054917415772173
566,E1101N4042,2.069248822538865
567,E1101N4043,2.107964402135136
568,E1101N4044,2.225562424587656
569,E1101N4045,2.26871623588939
570,E1101N4046,2.3757544774980963
571,E1102N3978,2.519359006190177
572,E1102N3979,2.3987760163481
573,E1102N3980,2.180489651355997
574,E1102N3981,2.1477241832946405
575,E1102N3982,2.1628524387238386
576,E1102N3983,2.196192792486313
577,E1102N3984,2.278532628800496
578,E1102N3985,2.2730371465186505
579,E1102N3986,2.2421038267569875
580,E1102N3987,2.131953657678861
581,E1102N3988,2.1080937389463386
582,E1102N3989,2.258183208771732
583,E1102N3990,2.2996902300281774
584,E1102N3991,2.300371980232628
585,E1102N3992,2.2915323443055167
586,E1102N3993,2.3016278702616684
587,E1102N3996,2.458507286582646
588,E1102N4002,2.311341791207096
589,E1102N4003,2.268617775764208
590,E1102N4004,2.215500383877496
591,E1102N4015,2.2627077180447133
592,E1102N4016,2.24982761568342
593,E1102N4017,2.2383728727600896
594,E1102N4020,2.292243054021471
595,E1102N4021,2.2953219021710525
596,E1102N4022,2.301424354895068
597,E1102N4023,2.2797718203525825
598,E1102N4025,2.254712940811252
599,E1102N4026,2.2788191797319644
600,E1102N4027,2.2742096517467485
601,E1102N4028,2.2887603719405063
602,E1102N4034,2.3088761028408884
603,E1102N4035,2.2339760005019684
604,E1102N4036,2.15047863519679
605,E1102N4037,2.077029006327473
606,E1102N4038,2.071176459301295
607,E1102N4039,2.0789410204952974
608,E1102N4040,2.1186028569827817
609,E1102N4041,2.174937911579303
610,E1102N4042,2.176313804669492
611,E1102N4043,2.218016113397443
612,E1102N4044,2.2601390231864307
613,E1102N4045,2.322566891167406
614,E1102N4046,2.380405190687175
615,E1103N3978,2.452213378912305
616,E1103N3979,2.3963996731044213
617,E1103N3980,2.1943310778802587
618,E1103N3981,2.194233545917908
619,E1103N3982,2.126112844056715
620,E1103N3983,2.072276662563251
621,E1103N3984,2.1223485400777427
622,E1103N3985,2.101049215070712
623,E1103N3986,2.11248614874305
624,E1103N3987,2.045105860906417
625,E1103N3988,2.0647155150891887
626,E1103N3989,2.181740768591163
627,E1103N3990,2.2649110649777944
628,E1103N3991,2.3101821056068146
629,E1103N3992,2.301176793391744
630,E1103N3993,2.3001955434361614
631,E1103N3997,2.422431938514886
632,E1103N3998,2.426763102908537
633,E1103N3999,2.452971760128721
634,E1103N4000,2.396331545981316
635,E1103N4001,2.3446358239510467
636,E1103N4002,2.2716813921013177
637,E1103N4003,2.2524625760883947
638,E1103N4004,2.25691864980002
639,E1103N4005,2.256045033073519
640,E1103N4006,2.3115508612067
641,E1103N4015,2.26269154199751
642,E1103N4016,2.253480172107712
643,E1103N4017,2.2363193355969377
644,E1103N4018,2.2694331379425297
645,E1103N4019,2.267971047062133
646,E1103N4020,2.268683007048867
647,E1103N4021,2.266081300635128
648,E1103N4022,2.259815957805169
649,E1103N4023,2.22816253896067
650,E1103N4024,2.2485178795362395
651,E1103N4025,2.2146762515899705
652,E1103N4026,2.2552034985239544
653,E1103N4027,2.2380250591784137
654,E1103N4028,2.244040826623521
655,E1103N4029,2.221127158410191
656,E1103N4030,2.151647803716955
657,E1103N4035,2.303508056005355
658,E1103N4036,2.2183735665975024
659,E1103N4037,2.121335005290373
660,E1103N4038,2.0798926377818088
661,E1103N4039,2.1487217585133207
662,E1103N4040,2.2023074903970152
663,E1103N4041,2.230103706652223
664,E1103N4042,2.2470815256649903
665,E1103N4043,2.2796977584526648
666,E1103N4044,2.3431401556667955
667,E1104N3978,2.413788658942296
668,E1104N3979,2.4292943042527804
669,E1104N3980,2.2381383351416018
670,E1104N3981,2.188088876231638
671,E1104N3982,2.084174675519712
672,E1104N3983,2.0252617249201728
673,E1104N3984,2.0222192225068407
674,E1104N3985,1.966887689521801
675,E1104N3986,1.9842224758902
676,E1104N3987,2.020552321328177
677,E1104N3988,2.093834243761244
678,E1104N3989,2.240035907152568
679,E1104N3990,2.3367582970211176
680,E1104N3991,2.3417678676550486
681,E1104N3992,2.3380155983236346
682,E1104N3993,2.328895328219865
683,E1104N3997,2.353301808876807
684,E1104N3998,2.3866089951867133
685,E1104N3999,2.340304743101706
686,E1104N4000,2.3291347667397986
687,E1104N4001,2.3003374901683067
688,E1104N4002,2.27434595899677
689,E1104N4003,2.2398136775082773
690,E1104N4004,2.244596150202743
691,E1104N4005,2.2680052256206715
692,E1104N4006,2.2949590012889254
693,E1104N4014,2.348416012948774
694,E1104N4015,2.337013732201359
695,E1104N4016,2.287441837543585
696,E1104N4017,2.259469711703812
697,E1104N4018,2.271048779718448
698,E1104N4019,2.263186888679335
699,E1104N4020,2.2238535139352384
700,E1104N4021,2.186057787837872
701,E1104N4022,2.152832213304538
702,E1104N4023,2.1681878910144428
703,E1104N4024,2.1592258948996275
704,E1104N4025,2.185825973949549
705,E1104N4026,2.19926641647802
706,E1104N4027,2.214137262401619
707,E1104N4028,2.2182378166592134
708,E1104N4029,2.2228336861827267
709,E1104N4030,2.1711929368418743
710,E1104N4031,2.159253122653796
711,E1104N4035,2.313591966551685
712,E1104N4036,2.297993708062812
713,E1104N4037,2.259078891033755
714,E1104N4038,2.231974138153451
715,E1104N4039,2.223210045222588
716,E1104N4040,2.216653162499984
717,E1104N4041,2.260618464921012
718,E1105N3979,2.4221979990376408
719,E1105N3980,2.309630869782121
720,E1105N3981,2.202769638132646
721,E1105N3982,2.087169198387347
722,E1105N3983,1.9237266716492667
723,E1105N3984,1.902660596416756
724,E1105N3985,1.8972096139801795
725,E1105N3986,1.9380532983774483
726,E1105N3988,2.19235128746548
727,E1105N3989,2.3502857375624044
728,E1105N3990,2.370806331301128
729,E1105N3991,2.40213862003459
730,E1105N3992,2.392979295370843
731,E1105N3993,2.400222829693152
732,E1105N3994,2.350722274643119
733,E1105N3996,2.31372816717908
734,E1105N3997,2.2636526850396206
735,E1105N3998,2.2092127592318387
736,E1105N3999,2.252668541838957
737,E1105N4000,2.318265745806571
738,E1105N4001,2.325762976819832
739,E1105N4002,2.295102940229982
740,E1105N4003,2.248839843354476
741,E1105N4004,2.25906081697587
742,E1105N4005,2.2846763493003808
743,E1105N4006,2.2752756978981683
744,E1105N4014,2.3757390916212
745,E1105N4015,2.360584178281269
746,E1105N4016,2.341262653056351
747,E1105N4017,2.290767289104598
748,E1105N4018,2.2839449372444323
749,E1105N4019,2.240161534503859
750,E1105N4020,2.1870316231453883
751,E1105N4021,2.1360151273474264
752,E1105N4022,2.1354642832074613
753,E1105N4023,2.136663894265503
754,E1105N4024,2.113832307422012
755,E1105N4027,2.211734610889778
756,E1105N4028,2.1952725197787952
757,E1105N4029,2.224134657376687
758,E1105N4030,2.1871948971418176
759,E1105N4031,2.2374940519283766
760,E1105N4032,2.25095350697811
761,E1105N4033,2.3170145831840325
762,E1105N4036,2.3103763093739897
763,E1105N4037,2.293079715385627
764,E1105N4038,2.255181461866969
765,E1105N4039,2.245456903378265
766,E1106N3974,2.365842375559622
767,E1106N3975,2.3682875521411857
768,E1106N3980,2.2653078287400934
769,E1106N3981,2.163087252061909
770,E1106N3982,2.031027005933627
771,E1106N3983,1.9041787141725253
772,E1106N3984,1.8752359338508728
773,E1106N3985,1.8896422869385607
774,E1106N3986,1.922272714029144
775,E1106N3987,2.0200904955867016
776,E1106N3988,2.2035437277156062
777,E1106N3989,2.328981201668312
778,E1106N3990,2.412830483973168
779,E1106N3991,2.438975537396825
780,E1106N3996,2.3185500552820795
781,E1106N3997,2.233481426812104
782,E1106N3998,2.217123466679013
783,E1106N3999,2.165055212678394
784,E1106N4000,2.234614727058807
785,E1106N4001,2.2557280188487296
786,E1106N4002,2.3006902301904657
787,E1106N4003,2.281109293284839
788,E1106N4004,2.2664077087325984
789,E1106N4005,2.254517754580758
790,E1106N4006,2.3112551346662515
791,E1106N4014,2.437142436866535
792,E1106N4015,2.412214083091671
793,E1106N4016,2.349690087868014
794,E1106N4017,2.3137849014369363
795,E1106N4021,2.1459683230577915
796,E1106N4022,2.124815418941842
797,E1106N4023,2.1390194697664167
798,E1106N4024,2.1312066595686656
799,E1106N4025,2.1429801101525694
800,E1106N4026,2.16605690094355
801,E1106N4027,2.2310327720281697
